Datum,Tijd,Valutadatum,Product,ISIN,Omschrijving,FX,Mutatie,,Saldo,,Order Id
14-08-2023,10:11,14-08-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,200.00,EUR,213.00,
07-08-2023,16:35,07-08-2023,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 307 EUR,,,,EUR,13.00,
07-08-2023,16:35,07-08-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,307.00,EUR,320.00,
05-08-2023,04:51,04-08-2023,,,iDEAL Deposit,,EUR,320.00,EUR,13.00,
05-08-2023,04:51,04-08-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-320.00,EUR,-307.00,
04-08-2023,16:50,04-08-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 5,04 EUR",,,,EUR,13.00,
04-08-2023,16:50,04-08-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,5.04,EUR,18.04,
04-08-2023,10:53,04-08-2023,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-1.00,EUR,13.00,58630cb6-d32f-450e-8ca9-c66b32edcfc3
04-08-2023,10:53,04-08-2023,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,"Koop 3 @ 103,68 EUR",,EUR,-311.04,EUR,14.00,58630cb6-d32f-450e-8ca9-c66b32edcfc3
04-08-2023,10:51,04-08-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,320.00,EUR,325.04,
26-07-2023,16:49,26-07-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 278,96 EUR",,,,EUR,5.04,
26-07-2023,16:49,26-07-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,278.96,EUR,284.00,
26-07-2023,05:11,25-07-2023,,,iDEAL Deposit,,EUR,260.00,EUR,5.04,
26-07-2023,05:11,25-07-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-260.00,EUR,-254.96,
26-07-2023,04:51,25-07-2023,,,iDEAL Deposit,,EUR,24.00,EUR,5.04,
26-07-2023,04:51,25-07-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-24.00,EUR,-18.96,
25-07-2023,10:49,24-07-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 31,76 EUR",,,,EUR,5.04,
25-07-2023,10:49,24-07-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,31.76,EUR,36.80,
24-07-2023,16:11,24-07-2023,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-1.00,EUR,5.04,716d3cad-b85f-41dc-9f1a-265c3f5ed171
24-07-2023,16:11,24-07-2023,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,"Koop 3 @ 103,24 EUR",,EUR,-309.72,EUR,6.04,716d3cad-b85f-41dc-9f1a-265c3f5ed171
24-07-2023,16:10,24-07-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,24.00,EUR,315.76,
24-07-2023,16:08,24-07-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,260.00,EUR,291.76,
04-07-2023,17:20,04-07-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,12 EUR",,,,EUR,31.76,
04-07-2023,17:20,04-07-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.12,EUR,31.64,
04-07-2023,07:50,03-07-2023,,,Valuta Creditering,,EUR,0.12,EUR,31.76,
04-07-2023,07:50,03-07-2023,,,Valuta Debitering,1.0938,USD,-0.13,USD,0.00,
03-07-2023,06:43,30-06-2023,,,DEGIRO Corporate Action Kosten,,USD,-0.01,USD,0.13,
03-07-2023,06:43,30-06-2023,NVIDIA CORP,US67066G1040,Dividend,,USD,0.16,USD,0.14,
03-07-2023,06:43,30-06-2023,NVIDIA CORP,US67066G1040,Dividendbelasting,,USD,-0.02,USD,-0.02,
02-07-2023,16:12,30-06-2023,,,Flatex Interest Income,,EUR,0.00,EUR,31.64,
30-06-2023,19:06,30-06-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 12,16 EUR",,,,EUR,31.64,
30-06-2023,19:06,30-06-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-12.16,EUR,19.48,
30-06-2023,07:44,29-06-2023,,,Valuta Creditering,,EUR,12.16,EUR,31.64,
30-06-2023,07:44,29-06-2023,,,Valuta Debitering,1.0892,USD,-13.25,USD,0.00,
29-06-2023,07:37,28-06-2023,,,DEGIRO Corporate Action Kosten,,USD,-1.05,USD,13.25,
29-06-2023,07:37,28-06-2023,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,Dividend,,USD,10.45,USD,14.30,
29-06-2023,07:21,28-06-2023,,,DEGIRO Corporate Action Kosten,,USD,-0.26,USD,3.85,
29-06-2023,07:20,28-06-2023,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,Dividend,,USD,2.63,USD,4.11,
29-06-2023,07:19,28-06-2023,,,DEGIRO Corporate Action Kosten,,USD,-0.16,USD,1.48,
29-06-2023,07:19,28-06-2023,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividend,,USD,1.64,USD,1.64,
23-06-2023,11:07,22-06-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 0,32 EUR",,,,EUR,19.48,
23-06-2023,11:07,22-06-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.32,EUR,19.80,
22-06-2023,15:25,15-06-2023,,,DEGIRO Corporate Action Kosten,,EUR,-0.32,EUR,19.48,
16-06-2023,17:19,16-06-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 3,15 EUR",,,,EUR,19.80,
16-06-2023,17:19,16-06-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-3.15,EUR,16.65,
16-06-2023,07:25,15-06-2023,ISHARES STOXX EUROPE 600 UCITS ETF (DE),DE0002635307,Dividend,,EUR,3.15,EUR,19.80,
19-05-2023,17:19,19-05-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 173,35 EUR",,,,EUR,16.65,
19-05-2023,17:19,19-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,173.35,EUR,190.00,
19-05-2023,04:51,18-05-2023,,,iDEAL Deposit,,EUR,190.00,EUR,16.65,
19-05-2023,04:51,18-05-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-190.00,EUR,-173.35,
18-05-2023,11:49,17-05-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 31,37 EUR",,,,EUR,16.65,
18-05-2023,11:49,17-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,31.37,EUR,48.02,
17-05-2023,15:45,17-05-2023,ALFEN NV,NL0012817175,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.00,EUR,16.65,84413613-3d0c-41d9-a510-29b3decd5f4d
17-05-2023,15:45,17-05-2023,ALFEN NV,NL0012817175,"Koop 3 @ 67,24 EUR",,EUR,-201.72,EUR,19.65,84413613-3d0c-41d9-a510-29b3decd5f4d
17-05-2023,15:44,17-05-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,190.00,EUR,221.37,
05-05-2023,17:19,05-05-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 4,9 EUR",,,,EUR,31.37,
05-05-2023,17:19,05-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-4.90,EUR,26.47,
05-05-2023,07:29,04-05-2023,,,DEGIRO Corporate Action Kosten,,EUR,-0.54,EUR,31.37,
05-05-2023,07:29,04-05-2023,FLOW TRADERS LTD,BMG3602E1084,Dividend,,EUR,6.40,EUR,31.91,
05-05-2023,07:29,04-05-2023,FLOW TRADERS LTD,BMG3602E1084,Dividendbelasting,,EUR,-0.96,EUR,25.51,
20-04-2023,17:04,20-04-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 338,53 EUR",,,,EUR,26.47,
20-04-2023,17:04,20-04-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,338.53,EUR,365.00,
20-04-2023,04:51,19-04-2023,,,iDEAL Deposit,,EUR,140.00,EUR,26.47,
20-04-2023,04:51,19-04-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-140.00,EUR,-113.53,
20-04-2023,04:51,19-04-2023,,,iDEAL Deposit,,EUR,225.00,EUR,26.47,
20-04-2023,04:51,19-04-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-225.00,EUR,-198.53,
19-04-2023,16:34,19-04-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 32,96 EUR",,,,EUR,26.47,
19-04-2023,16:34,19-04-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,32.96,EUR,59.43,
19-04-2023,11:11,19-04-2023,ALFEN NV,NL0012817175,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.00,EUR,26.47,539e76b2-9e7c-41d8-b0d1-2f8420b7d989
19-04-2023,11:11,19-04-2023,ALFEN NV,NL0012817175,"Koop 2 @ 70,8 EUR",,EUR,-141.60,EUR,29.47,539e76b2-9e7c-41d8-b0d1-2f8420b7d989
19-04-2023,11:09,19-04-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,140.00,EUR,171.07,
19-04-2023,11:07,19-04-2023,ISHARES CHINA LARGE CAP UCITS ETF USD,IE00B02KXK85,"Koop 3 @ 75,63 EUR",,EUR,-226.89,EUR,31.07,16b8f1cd-8478-44a6-85bd-040a9022c615
19-04-2023,11:05,19-04-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,225.00,EUR,257.96,
02-04-2023,00:31,31-03-2023,,,Flatex Interest Income,,EUR,0.00,EUR,32.96,
31-03-2023,13:21,30-03-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 12,17 EUR",,,,EUR,32.96,
31-03-2023,13:21,30-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-12.17,EUR,20.79,
30-03-2023,13:43,29-03-2023,,,Valuta Creditering,,EUR,12.17,EUR,32.96,
30-03-2023,13:43,29-03-2023,,,Valuta Debitering,1.0871,USD,-13.23,USD,0.00,
30-03-2023,11:34,29-03-2023,,,DEGIRO Corporate Action Kosten,,USD,-0.10,USD,13.23,
30-03-2023,11:33,29-03-2023,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,Dividend,,USD,0.97,USD,13.33,
30-03-2023,09:58,29-03-2023,,,DEGIRO Corporate Action Kosten,,USD,-0.15,USD,12.36,
30-03-2023,09:58,29-03-2023,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividend,,USD,1.52,USD,12.51,
30-03-2023,09:44,29-03-2023,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,Dividend,,USD,10.85,USD,10.99,
30-03-2023,07:32,29-03-2023,NVIDIA CORP,US67066G1040,Dividend,,USD,0.16,USD,0.14,
30-03-2023,07:32,29-03-2023,NVIDIA CORP,US67066G1040,Dividendbelasting,,USD,-0.02,USD,-0.02,
17-03-2023,16:50,17-03-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 129,21 EUR",,,,EUR,20.79,
17-03-2023,16:50,17-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,129.21,EUR,150.00,
17-03-2023,04:51,16-03-2023,,,iDEAL Deposit,,EUR,150.00,EUR,20.79,
17-03-2023,04:51,16-03-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-150.00,EUR,-129.21,
16-03-2023,16:34,16-03-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 13,06 EUR",,,,EUR,20.79,
16-03-2023,16:34,16-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,13.06,EUR,33.85,
16-03-2023,10:27,16-03-2023,ALFEN NV,NL0012817175,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.00,EUR,20.79,a18c1aa8-7efd-42a4-a9c0-dda655f34e2f
16-03-2023,10:27,16-03-2023,ALFEN NV,NL0012817175,Koop 2 @ 70 EUR,,EUR,-140.00,EUR,23.79,a18c1aa8-7efd-42a4-a9c0-dda655f34e2f
16-03-2023,10:26,16-03-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,150.00,EUR,163.79,
16-03-2023,08:17,15-03-2023,,,DEGIRO Corporate Action Kosten,,EUR,-0.08,EUR,13.79,
16-03-2023,08:17,15-03-2023,ISHARES STOXX EUROPE 600 UCITS ETF (DE),DE0002635307,Dividend,,EUR,0.81,EUR,13.87,
03-03-2023,17:19,03-03-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 211,94 EUR",,,,EUR,13.06,
03-03-2023,17:19,03-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,211.94,EUR,225.00,
03-03-2023,08:51,02-03-2023,,,iDEAL Deposit,,EUR,225.00,EUR,13.06,
03-03-2023,08:51,02-03-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-225.00,EUR,-211.94,
02-03-2023,12:20,01-03-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 2,89 EUR",,,,EUR,13.06,
02-03-2023,12:20,01-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,2.89,EUR,15.95,
01-03-2023,19:58,01-03-2023,NVIDIA CORP,US67066G1040,Valuta Creditering,1.0625,USD,227.20,USD,0.00,ac217e42-55b5-43ed-ab9d-0ffd4c48dcfd
01-03-2023,19:58,01-03-2023,NVIDIA CORP,US67066G1040,Valuta Debitering,,EUR,-213.83,EUR,13.06,ac217e42-55b5-43ed-ab9d-0ffd4c48dcfd
01-03-2023,19:58,01-03-2023,NVIDIA CORP,US67066G1040,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-1.00,EUR,226.89,ac217e42-55b5-43ed-ab9d-0ffd4c48dcfd
01-03-2023,19:58,01-03-2023,NVIDIA CORP,US67066G1040,"Koop 1 @ 227,2 USD",,USD,-227.20,USD,-227.20,ac217e42-55b5-43ed-ab9d-0ffd4c48dcfd
01-03-2023,19:57,01-03-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,225.00,EUR,227.89,
24-02-2023,16:19,24-02-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 77,11 EUR",,,,EUR,2.89,
24-02-2023,16:19,24-02-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,77.11,EUR,80.00,
24-02-2023,09:52,23-02-2023,,,iDEAL Deposit,,EUR,80.00,EUR,2.89,
24-02-2023,09:52,23-02-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-80.00,EUR,-77.11,
23-02-2023,16:49,23-02-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 4,33 EUR",,,,EUR,2.89,
23-02-2023,16:49,23-02-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,4.33,EUR,7.22,
23-02-2023,11:16,23-02-2023,ALFEN NV,NL0012817175,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.00,EUR,2.89,8e5eacfc-870c-4de9-8b47-3b7c391bccfe
23-02-2023,11:16,23-02-2023,ALFEN NV,NL0012817175,"Koop 1 @ 78,44 EUR",,EUR,-78.44,EUR,5.89,8e5eacfc-870c-4de9-8b47-3b7c391bccfe
22-02-2023,17:43,22-02-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,80.00,EUR,84.33,
17-02-2023,16:49,17-02-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 195,67 EUR",,,,EUR,4.33,
17-02-2023,16:49,17-02-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,195.67,EUR,200.00,
17-02-2023,11:55,16-02-2023,,,iDEAL Deposit,,EUR,100.00,EUR,4.33,
17-02-2023,11:55,16-02-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-100.00,EUR,-95.67,
17-02-2023,11:51,15-02-2023,,,iDEAL Deposit,,EUR,20.00,EUR,4.33,
17-02-2023,11:51,15-02-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-20.00,EUR,-15.67,
17-02-2023,11:51,15-02-2023,,,iDEAL Deposit,,EUR,80.00,EUR,4.33,
17-02-2023,11:51,15-02-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-80.00,EUR,-75.67,
15-02-2023,16:49,15-02-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 150,01 EUR",,,,EUR,4.33,
15-02-2023,16:49,15-02-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,150.01,EUR,154.34,
15-02-2023,15:52,15-02-2023,PALANTIR TECHNOLOGIES INC,US69608A1088,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.90,EUR,4.33,85afec94-9fd1-46e8-bd30-22ebf7eb87fe
15-02-2023,15:52,15-02-2023,PALANTIR TECHNOLOGIES INC,US69608A1088,"Koop 11 @ 8,98 EUR",,EUR,-98.78,EUR,8.23,85afec94-9fd1-46e8-bd30-22ebf7eb87fe
15-02-2023,15:48,15-02-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,100.00,EUR,107.01,
15-02-2023,10:51,14-02-2023,,,iDEAL Deposit,,EUR,150.00,EUR,7.01,
15-02-2023,10:51,14-02-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-150.00,EUR,-142.99,
15-02-2023,10:45,15-02-2023,ALFEN NV,NL0012817175,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.00,EUR,7.01,465b8053-9208-4377-8a34-c20b7988c71d
15-02-2023,10:45,15-02-2023,ALFEN NV,NL0012817175,Koop 1 @ 80 EUR,,EUR,-80.00,EUR,10.01,465b8053-9208-4377-8a34-c20b7988c71d
15-02-2023,10:44,15-02-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,80.00,EUR,90.01,
15-02-2023,10:29,15-02-2023,ISHARES CHINA LARGE CAP UCITS ETF USD,IE00B02KXK85,Koop 2 @ 80 EUR,,EUR,-160.00,EUR,10.01,9e6de5c5-4e2f-42d7-b3fa-3a8c2f134557
15-02-2023,10:26,15-02-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,20.00,EUR,170.01,
14-02-2023,09:42,14-02-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,150.00,EUR,150.01,
27-01-2023,16:49,27-01-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 1.407,99 EUR",,,,EUR,0.01,
27-01-2023,16:49,27-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,1407.99,EUR,1408.00,
27-01-2023,09:51,26-01-2023,,,iDEAL Deposit,,EUR,1300.00,EUR,0.01,
27-01-2023,09:51,26-01-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-1300.00,EUR,-1299.99,
27-01-2023,09:51,26-01-2023,,,iDEAL Deposit,,EUR,108.00,EUR,0.01,
27-01-2023,09:51,26-01-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-108.00,EUR,-107.99,
26-01-2023,17:19,26-01-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 27,4 EUR",,,,EUR,0.01,
26-01-2023,17:19,26-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,27.40,EUR,27.41,
26-01-2023,09:39,26-01-2023,ALFEN NV,NL0012817175,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.00,EUR,0.01,e5f0d3bb-8a5f-4e51-948b-7619fd88dec6
26-01-2023,09:39,26-01-2023,ALFEN NV,NL0012817175,"Koop 2 @ 86,24 EUR",,EUR,-172.48,EUR,3.01,e5f0d3bb-8a5f-4e51-948b-7619fd88dec6
26-01-2023,09:37,26-01-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,108.00,EUR,175.49,
26-01-2023,09:35,26-01-2023,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,"Koop 18 @ 69,995 EUR",,EUR,-1259.91,EUR,67.49,b3414197-1a63-4474-94d7-83ce3134baf2
26-01-2023,09:32,26-01-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,1300.00,EUR,1327.40,
16-01-2023,08:17,16-01-2023,FLOW TRADERS LTD,BMG3602E1084,"WIJZIGING ISIN: Koop 8 @ 23,26 EUR",,EUR,-186.08,EUR,27.40,
16-01-2023,08:17,16-01-2023,FLOW TRADERS NV,NL0011279492,"WIJZIGING ISIN: Verkoop 8 @ 23,26 EUR",,EUR,186.08,EUR,213.48,
04-01-2023,05:36,03-01-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 7,27 EUR",,,,EUR,27.40,
04-01-2023,05:36,03-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,7.27,EUR,34.67,
03-01-2023,14:20,02-01-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 105,33 EUR",,,,EUR,27.40,
03-01-2023,14:20,02-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,105.33,EUR,132.73,
03-01-2023,14:00,31-12-2022,,,DEGIRO Aansluitingskosten 2023 (Nasdaq - NDQ),,EUR,-2.50,EUR,27.40,
03-01-2023,14:00,31-12-2022,,,DEGIRO Aansluitingskosten 2023 (Euronext Milan - MIL),,EUR,-2.50,EUR,29.90,
03-01-2023,14:00,31-12-2022,,,DEGIRO Aansluitingskosten 2023 (Tradegate AG - TDG),,EUR,-2.50,EUR,32.40,
03-01-2023,14:00,31-12-2022,,,DEGIRO Aansluitingskosten 2023 (Xetra - XET),,EUR,-2.50,EUR,34.90,
03-01-2023,07:46,02-01-2023,,,Valuta Creditering,,EUR,2.73,EUR,37.40,
03-01-2023,07:46,02-01-2023,,,Valuta Debitering,1.0693,USD,-2.92,USD,0.00,
03-01-2023,03:31,02-01-2023,,,Flatex Interest Income,,EUR,0.00,EUR,34.67,
02-01-2023,16:11,02-01-2023,,,iDEAL Deposit,,EUR,140.00,EUR,34.67,
02-01-2023,16:11,02-01-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-140.00,EUR,-105.33,
02-01-2023,07:23,30-12-2022,,,DEGIRO Corporate Action Kosten,,USD,-0.04,USD,2.92,
02-01-2023,07:23,30-12-2022,ISHARES CHINA LARGE CAP UCITS ETF USD,IE00B02KXK85,Dividend,,USD,0.42,USD,2.96,
02-01-2023,07:21,30-12-2022,,,DEGIRO Corporate Action Kosten,,USD,-0.13,USD,2.54,
02-01-2023,07:21,30-12-2022,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,Dividend,,USD,1.27,USD,2.67,
02-01-2023,06:49,30-12-2022,,,DEGIRO Corporate Action Kosten,,USD,-0.16,USD,1.40,
02-01-2023,06:49,30-12-2022,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividend,,USD,1.56,USD,1.56,
30-12-2022,11:20,29-12-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 28,31 EUR",,,,EUR,34.67,
30-12-2022,11:20,29-12-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,28.31,EUR,62.98,
30-12-2022,07:49,29-12-2022,,,Valuta Creditering,,EUR,4.37,EUR,34.67,
30-12-2022,07:49,29-12-2022,,,Valuta Debitering,1.0688,USD,-4.67,USD,0.00,
29-12-2022,18:49,29-12-2022,NVIDIA CORP,US67066G1040,Valuta Creditering,1.0646,USD,145.87,USD,4.67,96c86245-4c54-4571-9fc9-a9ab76547205
29-12-2022,18:49,29-12-2022,NVIDIA CORP,US67066G1040,Valuta Debitering,,EUR,-137.01,EUR,30.30,96c86245-4c54-4571-9fc9-a9ab76547205
29-12-2022,18:49,29-12-2022,NVIDIA CORP,US67066G1040,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-1.00,EUR,167.31,96c86245-4c54-4571-9fc9-a9ab76547205
29-12-2022,18:49,29-12-2022,NVIDIA CORP,US67066G1040,"Koop 1 @ 145,87 USD",,USD,-145.87,USD,-141.20,96c86245-4c54-4571-9fc9-a9ab76547205
29-12-2022,18:48,29-12-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,140.00,EUR,168.31,
29-12-2022,08:51,28-12-2022,,,DEGIRO Corporate Action Kosten,,USD,-0.52,USD,4.67,
29-12-2022,08:50,28-12-2022,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,Dividend,,USD,5.19,USD,5.19,
27-12-2022,12:19,26-12-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,07 EUR",,,,EUR,28.31,
27-12-2022,12:19,26-12-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.07,EUR,28.24,
24-12-2022,07:37,23-12-2022,,,Valuta Creditering,,EUR,0.07,EUR,28.31,
24-12-2022,07:37,23-12-2022,,,Valuta Debitering,1.0643,USD,-0.07,USD,0.00,
23-12-2022,07:29,22-12-2022,NVIDIA CORP,US67066G1040,Dividend,,USD,0.08,USD,0.07,
23-12-2022,07:29,22-12-2022,NVIDIA CORP,US67066G1040,Dividendbelasting,,USD,-0.01,USD,-0.01,
16-12-2022,17:04,16-12-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,95 EUR",,,,EUR,28.24,
16-12-2022,17:04,16-12-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.95,EUR,27.29,
16-12-2022,11:46,15-12-2022,,,DEGIRO Corporate Action Kosten,,EUR,-0.11,EUR,28.24,
16-12-2022,11:46,15-12-2022,ISHARES STOXX EUROPE 600 UCITS ETF (DE),DE0002635307,Dividend,,EUR,1.06,EUR,28.35,
16-12-2022,11:46,15-12-2022,,,DEGIRO Corporate Action Kosten,,EUR,0.08,EUR,27.29,
16-12-2022,11:46,15-12-2022,ISHARES STOXX EUROPE 600 UCITS ETF (DE),DE0002635307,Dividend,,EUR,-1.06,EUR,27.21,
16-12-2022,11:46,15-12-2022,ISHARES STOXX EUROPE 600 UCITS ETF (DE),DE0002635307,Dividendbelasting,,EUR,0.28,EUR,28.27,
16-12-2022,09:49,15-12-2022,,,DEGIRO Corporate Action Kosten,,EUR,-0.08,EUR,27.99,
16-12-2022,09:49,15-12-2022,ISHARES STOXX EUROPE 600 UCITS ETF (DE),DE0002635307,Dividend,,EUR,1.06,EUR,28.07,
16-12-2022,09:49,15-12-2022,ISHARES STOXX EUROPE 600 UCITS ETF (DE),DE0002635307,Dividendbelasting,,EUR,-0.28,EUR,27.01,
